url,title,ingredients,cooking_time,nutrition_facts,publish_date,scraped_date,category
https://www.allrecipes.com/recipe/222236/coconut-milk-corned-beef-and-cabbage/,Coconut Milk Corned Beef and Cabbage,pounds beef brisket; cups water; can coconut milk; tablespoons tomato paste; tablespoon fish sauce; teaspoon red curry paste; teaspoon ground coriander; bay leaves; onion; cut into large chunks; stalks celery; cut into large chunks; carrots; peeled and cut into large chunks; pound potatoes; peeled and cut into large chunks; ½ small head cabbage; cored and cut into large chunks,4 hr,Calories: 754; Fat: 30149g; Carb: 269g; Protein: 3672g,4/3/2025,2025-03-22,st_patricks_day
https://www.allrecipes.com/recipe/258569/corned-beef-hash-arepas/,Corned Beef Hash Arepas,can corned beef hash or leftover corned beef; ½  yellow onion; chopped; tablespoon vegetable oil; cup cooked black beans; rinsed and drained; eggs; arepas (cooked corn flour cakes; see cook's note); tomato; sliced; avocado - peeled; pitted and sliced,27 min,Calories: 356; Fat: 632g; Carb: 2810g; Protein: 1837g,13/3/2025,2025-03-22,mexican
https://www.allrecipes.com/recipe/264005/kimchi-corned-beef/,Kimchi Corned Beef,pound ready-to-cook corned beef; jars kimchi; not drained; ½ cup cold water; or as needed; pounds yukon gold potatoes; quartered; large carrots; cut into large chunks; ribs celery; cut into large chunks,3 hr 5 min,Calories: 500; Fat: 1051g; Carb: 238g; Protein: 3365g,4/3/2025,2025-03-22,st_patricks_day
https://www.allrecipes.com/recipe/217812/classic-shepherds-pie/,Classic Shepherd's Pie,tablespoon vegetable oil; medium onion; chopped; cloves garlic; minced; teaspoon dried thyme; teaspoon dried rosemary; teaspoon salt; teaspoon pepper; pound lean ground beef; teaspoons all-purpose flour; ¼ cup heinz tomato ketchup; ¾ cup heinz tomato juice; tablespoons heinz worcestershire sauce; tablespoons dijon mustard; cup frozen mixed vegetables; cups cooked; warm; mashed potatoes; tablespoons butter; clove garlic; minced; ⅔ cup warm milk,1 hr,Calories: 375; Fat: 737g; Carb: 4416g; Protein: 1836g,3/3/2025,2025-03-22,trusted_brands_and_tips
https://www.allrecipes.com/recipe/263929/corned-beef-kimchi-fried-rice/,Corned Beef Kimchi Fried Rice,¼ cups kimchi; or to taste; tablespoons olive oil; ½ cups diced fully cooked corned beef; cups cold cooked rice; ¼ cup water; tablespoons gochujang; ½ cup sliced green onion; teaspoons toasted sesame seeds; teaspoons sesame oil; or to taste; ¼ teaspoon soy sauce,35 min,Calories: 603; Fat: 422g; Carb: 8230g; Protein: 1326g,19/3/2025,2025-03-22,everyday_cooking
https://www.allrecipes.com/recipe/246529/chef-johns-colcannon-hash/,Chef John's Colcannon Hash,large russet potatoes; peeled and cut into 3/8-inch dice; tablespoon vegetable oil; ounces pancetta or bacon; diced; teaspoon kosher salt; freshly ground black pepper to taste; tablespoons unsalted butter; ½ cups sliced green onions; mostly white and lighter green parts; cups baby kale; roughly chopped; ¼ cup freshly grated sharp irish cheddar cheese or other sharp cheddar; pinch cayenne pepper; tablespoons chopped fresh flat-leaf parsley; poached eggs,40 min,Calories: 707; Fat: 1472g; Carb: 8430g; Protein: 2652g,4/3/2025,2025-03-22,fruit_veggie
https://www.allrecipes.com/recipe/260271/the-greatest-apple-crisp/,The Greatest Apple Crisp,cooking spray; ½ cups all-purpose flour; ½ cups brown sugar; cup oats; ¾ cup butter; melted; teaspoon ground cinnamon; honey crisp apples - peeled; cored; and sliced; ½ cup brown sugar; ½ cup white sugar; ¼ cup all-purpose flour; teaspoon ground cinnamon; ¼ cup butter,1 hr 30 min,Calories: 509; Fat: 1259g; Carb: 8430g; Protein: 48g,9/1/2025,2025-03-22,desserts
https://www.allrecipes.com/recipe/230267/shavuot-cheesecake/,Shavuot Cheesecake,graham crackers; ½ cup walnut pieces; ¼ cup confectioners' sugar; ½ teaspoons ground cinnamon; ¼ teaspoon ground nutmeg; pinch salt; tablespoons unsalted butter; melted; pounds cream cheese at room temperature; eggs at room temperature; ½ cups white sugar; ¾ cup sour cream; ½ cup half-and-half; ¼ cup sweetened condensed milk; ¼ cup all-purpose flour; teaspoons vanilla extract; quart boiling water; or as needed,11 hr 40 min,Calories: 655; Fat: 26131g; Carb: 5018g; Protein: 1325g,26/11/2024,2025-03-22,desserts
https://www.allrecipes.com/recipe/52549/shortbread-crust/,Shortbread Crust,cup butter; ½ cup confectioners' sugar; cups all-purpose flour; ¼ teaspoon baking powder,30 min,Calories: 348; Fat: 1573g; Carb: 3212g; Protein: 47g,14/7/2022,2025-03-22,desserts
https://www.allrecipes.com/recipe/165149/orange-meringue-pie/,Orange Meringue Pie,unbaked pie crust; ¾ cup sugar; ⅓ cup cornstarch; pinch salt; cup orange juice; ½ cup lemon juice; ¼ cup water; eggs; separated; tablespoons butter or margarine; cut into pieces; teaspoons grated orange zest; ½ cup diced orange segments; ½ cup white sugar; ¼ teaspoon cream of tartar,1 hr 50 min,Calories: 365; Fat: 632g; Carb: 5319g; Protein: 510g,31/1/2022,2025-03-22,desserts
https://www.allrecipes.com/recipe/17944/eggnog-pie/,Eggnog Pie,package unflavored gelatin; ¼ cup cold water; cup milk; ½ cup white sugar; eggs; lightly beaten; ¼ cup rum; cup whipping cream; ¼ pinch white sugar; pie shell; baked; ½ teaspoon ground nutmeg,4 hr 36 min,Calories: 307; Fat: 943g; Carb: 269g; Protein: 511g,3/12/2024,2025-03-22,holidays_and_events
https://www.allrecipes.com/recipe/235159/how-to-make-turkey-manicotti/,Chef John's Turkey Manicotti,eggs; ¾ cup all-purpose flour; ¾ cup water; ½ teaspoon salt; ½ teaspoon olive oil; cup diced cooked turkey; cup whole-milk ricotta cheese; egg; ½ cup freshly shredded parmigiano-reggiano cheese; ½ cup shredded mozzarella cheese; ¼ teaspoon dried marjoram; ⅛ teaspoon red pepper flakes; ¼ cup chopped italian parsley; salt to taste; teaspoon olive oil; or as needed; ½ cups marinara sauce; divided; teaspoons olive oil; divided; ⅓ cup freshly shredded parmigiano-reggiano cheese; tablespoon freshly shredded parmigiano-reggiano cheese for garnish; or as desired; tablespoon chopped italian parsley,2 hr 25 min,Calories: 286; Fat: 525g; Carb: 228g; Protein: 2039g,20/11/2024,2025-03-22,pasta_and_noodles
https://www.allrecipes.com/recipe/265319/chtitha-batata-algerian-potato-stew/,Chtitha Batata (Algerian Potato Stew),cloves garlic; peeled and halved; small fresh red chile pepper; seeded and chopped; teaspoon ground cumin; teaspoon paprika; ½ teaspoon black pepper; ½ teaspoon cayenne pepper; ½ teaspoon salt; tablespoons olive oil; ½ pounds new potatoes; halved; tablespoon tomato paste; water to cover; salt to taste,55 min,Calories: 206; Fat: 15g; Carb: 3312g; Protein: 48g,18/2/2025,2025-03-22,fruit_veggie
https://www.allrecipes.com/recipe/222340/chef-johns-roast-christmas-goose/,Chef John's Roast Christmas Goose,whole smoked goose; cups water; ½ cup red wine; whole star anise; ¼ cup aged balsamic vinegar; ¼ cup blackberry jam; ½ teaspoon ground black pepper; salt to taste; tablespoons cold butter; cut into 1/2-inch cubes; salt and ground black pepper to taste,3 hr 40 min,Calories: 1108; Fat: 25126g; Carb: 93g; Protein: 86171g,5/12/2024,2025-03-22,holidays_and_events
https://www.allrecipes.com/recipe/258886/poulet-roti-a-lalgerienne-algerian-roast-chicken/,Poulet Roti a l'Algerienne (Algerian Roast Chicken),cup water; onion; chopped; tablespoons olive oil; tablespoons balsamic vinegar; tablespoon dijon mustard; cloves garlic; crushed; teaspoon freshly ground black pepper; teaspoon cayenne pepper; salt to taste; whole chicken,1 hr 45 min,Calories: 397; Fat: 632g; Carb: 62g; Protein: 2243g,18/2/2025,2025-03-22,world_cuisine
https://www.allrecipes.com/recipe/216729/cheesecake-crepe-roll-ups/,Cheesecake Crepe Roll-Ups,tablespoons all-purpose flour; tablespoons milk; eggs; teaspoons honey; pinch salt; tablespoons butter; divided; package cream cheese; softened; ½ cup confectioners' sugar; ¼ cup mixed frozen berries; slightly thawed; tablespoon confectioners' sugar; or as needed,2 hr 20 min,Calories: 383; Fat: 1784g; Carb: 2710g; Protein: 816g,7/2/2025,2025-03-22,breakfast_and_brunch
https://www.allrecipes.com/recipe/8537905/air-fryer-buffalo-cauliflower/,Air Fryer Buffalo Cauliflower,½ cup buffalo wing sauce; tablespoon butter; melted; teaspoon honey; cauliflower; broken into florets; ¼ cup all-purpose flour; ¼ cup cornstarch; teaspoon garlic powder; ½ teaspoon seasoned salt; ¼ teaspoon paprika; drizzle of buffalo wing sauce,30 min,Calories: 180; Fat: 210g; Carb: 3312g; Protein: 713g,16/11/2024,2025-03-22,air_fryer
https://www.allrecipes.com/recipe/283850/easy-air-fried-chicken-breast/,Easy Air Fryer Chicken Breast,chicken breast; teaspoons olive oil; teaspoon garlic powder; or to taste; salt and freshly ground black pepper to taste,30 min,Calories: 456; Fat: 418g; Carb: 10g; Protein: 70141g,16/1/2025,2025-03-22,air_fryer
https://www.allrecipes.com/recipe/280246/chef-johns-tuna-noodle-casserole/,Chef John's Tuna Noodle Casserole,tablespoons unsalted butter; ½ cup finely diced yellow onion; ½ teaspoons kosher salt; divided; tablespoons all-purpose flour; cups cold milk; cup shredded white cheddar cheese; package dry egg noodles; cans tuna packed in olive oil; drained and crumbled; or to taste; ¾ cup frozen peas; thawed and drained; pinch cayenne pepper; ¼ teaspoon freshly ground black pepper; ¼ teaspoon worcestershire sauce; ½ cup plain bread crumbs; ½ cup grated parmigiano-reggiano cheese; tablespoons olive oil,1 hr 20 min,Calories: 511; Fat: 1052g; Carb: 4617g; Protein: 3059g,11/8/2024,2025-03-22,main_dishes
https://www.allrecipes.com/recipe/16023/shrimp-scampi-cheesecake-appetizer/,Shrimp Scampi Cheesecake Appetizer,tablespoon olive oil; onion; teaspoons minced garlic; pound fresh shrimp; peeled and deveined; shells puff pastry; baked; tablespoons butter or margarine; packages cream cheese; softened; eggs; ½ cup heavy cream; ounces smoked gouda; grated; teaspoons salt,1 hr 10 min,Calories: 701; Fat: 27134g; Carb: 238g; Protein: 2754g,6/2/2025,2025-03-22,seafood
https://www.allrecipes.com/recipe/271120/reuben-mac/,Reuben Mac,ounces large elbow macaroni; ¼ cup butter; ¼ cup all-purpose flour; ½ teaspoon spicy brown mustard; ¼ teaspoon salt; ¼ teaspoon ground black pepper; ⅛ teaspoon cayenne pepper; or to taste; ⅛ teaspoon garlic granules; cup half-and-half; cup whole milk; ounces shredded aged gouda cheese; divided; ounces chevre; ½ ounces blue cheese; divided; cup diced corned beef; warmed; ½ cup sauerkraut; warmed; ¼ cup thousand island dressing; slices rye bread,1 hr,Calories: 757; Fat: 25127g; Carb: 5620g; Protein: 3469g,19/3/2025,2025-03-22,pasta_and_noodles
https://www.allrecipes.com/recipe/17673/carrot-bread-i/,Carrot Bread,½ cups all-purpose flour; cup white sugar; teaspoon baking powder; teaspoon baking soda; teaspoon ground cinnamon; ½ teaspoon salt; large eggs; beaten; ½ cup vegetable oil; ½ cup milk; cups shredded carrots; package flaked coconut; ½ cup maraschino cherries; chopped; ½ cup raisins; ½ cup chopped walnuts,1 hr 20 min,Calories: 383; Fat: 525g; Carb: 5319g; Protein: 612g,28/2/2025,2025-03-22,breakfast_and_brunch
https://www.allrecipes.com/recipe/245584/crispy-turkey-flautas/,Crispy Turkey Flautas,pound cooked; shredded turkey; ounces shredded pepper jack cheese; ⅓ cup chopped green onions; salt and freshly ground black pepper to taste; small white corn tortillas; egg white to seal flautas; ¾ cup shredded napa cabbage; ¾ cup guacamole; ¾ cup sour cream; ¾ cup salsa; ¼ cup chopped fresh cilantro,28 min,Calories: 578; Fat: 1155g; Carb: 5419g; Protein: 3774g,21/11/2024,2025-03-22,mexican
https://www.allrecipes.com/recipe/238510/homemade-arepas/,Homemade Arepas,½ cups lukewarm water; teaspoon salt; cups pre-cooked white cornmeal; ¼ cup vegetable oil; or as needed,30 min,Calories: 96; Fat: 01g; Carb: 207g; Protein: 24g,20/2/2023,2025-03-22,world_cuisine
https://www.allrecipes.com/recipe/278364/baked-rigatoni-for-a-crowd/,Baked Rigatoni,tablespoon olive oil; large onion; chopped; pounds mild italian sausage links; casings removed; cans italian-style crushed tomatoes; undrained; cups water; tablespoons chopped fresh basil; tablespoon chopped fresh oregano; tablespoon chopped fresh parsley; ½  packages rigatoni pasta; pound mozzarella cheese; shredded; ½ cups freshly shredded parmesan cheese; divided; aluminum foil,1 hr 20 min,Calories: 580; Fat: 1155g; Carb: 5419g; Protein: 3263g,30/11/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/8536477/italian-flourless-chocolate-torte-torta-caprese/,Torta Caprese (Italian Flourless Chocolate Torte),ounces dark chocolate; chopped into small pieces; tablespoons unsalted butter; at room temperature; cup ground almond meal; tablespoons unsweetened cocoa powder; tablespoon coffee liqueur; ½ teaspoon kosher salt; pinch of cayenne pepper; large eggs; at room temperature; ¾ cup white granulated sugar; cocoa and powdered sugar for dusting; cup fresh raspberries; unsweetened whipped cream for serving,2 hr 15 min,Calories: 336; Fat: 1259g; Carb: 2911g; Protein: 917g,14/2/2025,2025-03-22,italian
https://www.allrecipes.com/recipe/85389/gourmet-mushroom-risotto/,Gourmet Mushroom Risotto,cups chicken broth; or as needed; tablespoons olive oil; divided; pound portobello mushrooms; thinly sliced; pound white mushrooms; thinly sliced; medium shallots; diced; ½ cups arborio rice; ½ cup dry white wine; tablespoons butter; tablespoons finely chopped chives; ⅓ cup freshly grated parmesan cheese; sea salt and freshly ground black pepper to taste,45 min,Calories: 431; Fat: 733g; Carb: 5721g; Protein: 1123g,10/10/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/17432/easter-grain-pie/,Italian Easter Grain Pie,cups water; ½ cup whole wheat berries; large eggs; cup white sugar; ½ pounds ricotta cheese; package mixed candied fruit; teaspoons grated orange zest; teaspoon grated lemon zest; teaspoon vanilla extract; ½ teaspoon ground cinnamon; tablespoon unsalted butter; teaspoon salt; packages double-crust pie pastry; thawed; tablespoons confectioners' sugar for dusting,9 hr 45 min,Calories: 454; Fat: 841g; Carb: 5219g; Protein: 1121g,22/2/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/216167/cioccolata-calda-hot-chocolate-italian-style/,Cioccolata Calda (Hot Chocolate Italian-Style),tablespoons cocoa powder; ½ tablespoons white sugar; ½ cups milk; tablespoons milk; tablespoon cornstarch,20 min,Calories: 169; Fat: 316g; Carb: 2710g; Protein: 816g,16/9/2022,2025-03-22,italian
https://www.allrecipes.com/recipe/18874/real-italian-calzones/,Real Italian Calzones,package active dry yeast; cup warm water; tablespoon olive oil; teaspoon white sugar; teaspoon salt; ½ cups all-purpose flour; plus more for dusting; teaspoon olive oil; large egg; beaten; ½ cups shredded cheddar cheese; ½ cup ricotta cheese; ½ cup diced pepperoni; ½ cup sliced fresh mushrooms; tablespoon dried basil leaves,1 hr 35 min,Calories: 335; Fat: 736g; Carb: 3211g; Protein: 1428g,22/9/2023,2025-03-22,italian
https://www.allrecipes.com/recipe/254480/easy-and-delicious-homemade-ricotta-cheese/,Easy and Delicious Homemade Ricotta Cheese,½ cups whole milk; ⅓ cup lemon juice; teaspoon salt,40 min,Calories: 158; Fat: 524g; Carb: 135g; Protein: 817g,22/8/2022,2025-03-22,italian
https://www.allrecipes.com/recipe/7894/genoese-sponge/,Genoise Sponge,large egg whites; ½ teaspoon cream of tartar; ¾ cup white sugar; cup butter; softened; cup white sugar; large egg yolks; cups sifted cake flour; ½ teaspoon baking powder; ½ teaspoon salt,1 hr 15 min,Calories: 326; Fat: 946g; Carb: 4115g; Protein: 612g,16/8/2023,2025-03-22,italian
https://www.allrecipes.com/recipe/103898/lemon-seafood-risotto/,Seafood Risotto,tablespoons olive oil; large leek; cleaned and thinly sliced; cloves garlic; minced; cup arborio rice; cups low-sodium chicken broth; divided; cup dry white wine; ½ pound bay scallops; ½ pound medium shrimp; peeled and deveined; cup fresh snow peas; trimmed and halved crosswise; medium red bell pepper; diced; tablespoons grated parmesan cheese; teaspoons dried basil; tablespoons lemon juice; ground black pepper to taste,55 min,Calories: 330; Fat: 17g; Carb: 4014g; Protein: 2039g,22/11/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/8420617/slow-cooker-tuscan-chicken/,Slow Cooker Tuscan Chicken,cooking spray; .2 pounds boneless; skinless chicken thighs; teaspoons dried italian herb seasoning; teaspoon crushed red pepper flakes; teaspoon salt; or to taste; teaspoon freshly ground black pepper; cup chopped sun-dried tomatoes; ½ cup pitted and halved castelvetrano olives; ¼ cup olive oil; cup sliced onion; cloves garlic; minced; ½ cups heavy cream; cups torn fresh spinach; tablespoons cornstarch; tablespoons water,4 hr 15 min,Calories: 407; Fat: 1364g; Carb: 93g; Protein: 2755g,20/11/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/265087/uova-in-purgatorio-eggs-in-purgatory/,Uova in Purgatorio (Eggs in Purgatory),tablespoons extra-virgin olive oil; clove garlic; crushed; black italian olives; pitted and chopped; or more to taste; teaspoon capers; anchovy fillet in oil; drained; ounces italian tomato sauce; ½ cup water; sprig chopped fresh parsley; salt to taste; large eggs,20 min,Calories: 245; Fat: 419g; Carb: 103g; Protein: 918g,27/1/2025,2025-03-22,italian
https://www.allrecipes.com/recipe/8471751/instant-pot-tuscan-bean-and-sausage-soup/,Instant Pot Tuscan Bean and Sausage Soup,tablespoons olive oil; ½ pound italian-style chicken sausage; casings removed; ½ cups diced onion; cloves garlic; minced; can white kidney beans; rinsed and drained; teaspoon italian seasoning; carton swanson® chicken broth; cups finely chopped kale leaves; tablespoons grated parmesan cheese,45 min,Calories: 128; Fat: 29g; Carb: 72g; Protein: 917g,12/9/2022,2025-03-22,italian
https://www.allrecipes.com/recipe/8472789/gnocchi-with-pomodoro-sauce/,Gnocchi with Pomodoro Sauce,¼ cup olive oil; packages refrigerated gnocchi; cloves garlic; minced; or more to taste; ¼ teaspoon crushed red pepper flakes; pinch salt; pinch sugar; can whole italian plum tomatoes; ounces marinated mozzarella balls; fresh parsley or basil,10 min,Calories: not found; Fat: not found; Carb: not found; Protein: not found,15/11/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/150033/gorgonzola-and-wild-mushroom-risotto/,Creamy Wild Mushroom Risotto,ounces dried chanterelle mushrooms; ½ teaspoons butter; teaspoon truffle oil; chopped onion; shallots; minced; clove garlic; minced; ounces sliced fresh button mushrooms; package arborio rice; ½ cup dry white wine; quart hot chicken stock; tablespoons heavy cream; tablespoons crumbled gorgonzola cheese; or to taste; ground black pepper to taste,1 hr 15 min,Calories: 321; Fat: 421g; Carb: 4416g; Protein: 1122g,2/10/2023,2025-03-22,italian
https://www.allrecipes.com/recipe/8465557/beef-ragu/,Beef Ragu,tablespoons olive oil; boneless beef chuck roast; cut into 2-inch cubes; teaspoon ground black pepper; teaspoons kosher salt; divided; yellow onion; chopped; cloves garlic; chopped; tablespoons harissa; tablespoons tomato paste; cup dry red wine; can crushed tomatoes; bay leaf; pound pappardelle pasta; cooked and drained; grated parmesan cheese; for serving,3 hr 20 min,Calories: 935; Fat: 2098g; Carb: 5420g; Protein: 4897g,16/11/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/168941/sicilian-homemade-ricotta-cheese/,Sicilian Homemade Ricotta Cheese,gallon whole milk; quart buttermilk; pint heavy cream; tablespoon kosher salt; inch squares cheesecloth,55 min,Calories: 219; Fat: 947g; Carb: 124g; Protein: 817g,23/11/2024,2025-03-22,italian
https://www.allrecipes.com/recipe/9426/panettone-loaves/,Panettone,⅓ cup warm water; packages active dry yeast; cups all-purpose flour; ½ cup warm milk; ⅔ cup white sugar; large eggs; large egg yolks; teaspoon vanilla extract; tablespoons unsalted butter; cups candied mixed fruit; ½ teaspoons grated lemon zest; tablespoons orange zest; tablespoons butter; melted; egg yolk; tablespoon cream; round paper panettone molds,4 hr,Calories: 153; Fat: 317g; Carb: 238g; Protein: 35g,6/12/2023,2025-03-22,italian
https://www.allrecipes.com/recipe/50849/grilled-sausage-with-potatoes-and-green-beans/,Grilled Sausage with Potatoes and Green Beans,¾ pound fresh green beans; trimmed and halved; ½ pound red potatoes; quartered; large onion; sliced; pound smoked sausage; cut into 1 inch pieces; teaspoon salt; teaspoon ground black pepper; teaspoon vegetable oil; teaspoon butter; ⅓ cup water,45 min,Calories: 544; Fat: 1469g; Carb: 218g; Protein: 2857g,23/3/2023,2025-03-22,bbq_grilling
https://www.allrecipes.com/recipe/39455/marinated-tuna-steak/,Marinated Tuna Steak,¼ cup orange juice; ¼ cup soy sauce; tablespoons olive oil; tablespoons chopped fresh parsley; tablespoon lemon juice; clove garlic; minced; ½ teaspoon chopped fresh oregano; ½ teaspoon ground black pepper; tuna steaks,50 min,Calories: 200; Fat: 16g; Carb: 41g; Protein: 2755g,5/3/2024,2025-03-22,bbq_grilling
https://www.allrecipes.com/recipe/221164/carolina-style-barbeque-sauce/,Carolina-Style Barbeque Sauce,½ teaspoon vegetable oil; apple; peeled; cored and chopped; tablespoons brown sugar; cup apple cider vinegar; tablespoons yellow mustard; tablespoon red pepper flakes; or to taste; tablespoon ground black pepper; or to taste,45 min,Calories: 52; Fat: 01g; Carb: 104g; Protein: 11g,8/8/2024,2025-03-22,bbq_grilling
https://www.allrecipes.com/recipe/8453630/grilled-garlic-shrimp/,Grilled Garlic Shrimp,tablespoons olive oil; tablespoon lemon juice; cloves garlic; minced; tablespoon minced fresh parsley; tablespoon minced fresh basil; ½ teaspoon garlic salt; ⅛ teaspoon freshly ground black pepper; pound extra large shrimp; peeled and deveined; wooden skewers,51 min,Calories: 215; Fat: 29g; Carb: 21g; Protein: 2347g,29/1/2025,2025-03-22,bbq_grilling
https://www.allrecipes.com/recipe/17904/kabobs/,Kabobs,½ cup teriyaki sauce; ½ cup honey; ½ teaspoon garlic powder; ½ pinch ground ginger; ½ pounds skinless; boneless chicken breast halves - cut into cubes; pound beef sirloin; cut into 1 inch cubes; red bell peppers; cut into 2 inch pieces; large sweet onion; peeled and cut into wedges; ½ cups whole fresh mushrooms; skewers,4 hr 40 min,Calories: 304; Fat: 523g; Carb: 218g; Protein: 2550g,15/11/2024,2025-03-22,bbq_grilling
